STATE,ZIPCODE,Number of returns,Adjusted gross income (AGI),Avg AGI,Number of returns with total income,Total income amount,Avg total income,Number of returns with taxable income,Taxable income amount,Avg taxable income
OK,74116,1490,57127,38.34026846,1490,57647,38.68926174,910,30578,33.6021978
OK,74119,1780,250959,140.9882022,1780,257136,144.458427,1500,162845,108.5633333
OK,74120,2210,156614,70.86606335,2210,159124,72.00180995,1750,117240,66.99428571
OK,74126,3740,96776,25.87593583,3740,97356,26.03101604,2190,41959,19.15936073
OK,74127,6570,250410,38.11415525,6570,253030,38.5129376,4580,146366,31.95764192
OK,74128,5390,182237,33.81020408,5390,183553,34.05435993,3650,89589,24.54493151
OK,74129,7900,287986,36.45392405,7900,290346,36.75265823,5590,153259,27.41663685
OK,74130,770,24210,31.44155844,770,24450,31.75324675,510,11891,23.31568627
OK,74131,1210,80698,66.69256198,1210,82002,67.77024793,940,55758,59.31702128
OK,74132,3890,346169,88.98946015,3890,350792,90.17789203,3180,259903,81.73050314
OK,74133,21850,1570155,71.86064073,21850,1593490,72.92860412,17650,1124397,63.70521246
OK,74134,8190,429419,52.43211233,8190,433667,52.95079365,6340,270464,42.65993691
OK,74135,10150,585806,57.71487685,10150,596690,58.78719212,7860,402150,51.16412214
OK,74136,13660,1084888,79.42079063,13660,1101186,80.61390922,10330,980994,94.96553727
OK,74137,12690,1883885,148.4542947,12690,1916445,151.0200946,10470,1514378,144.6397326
OK,74145,8670,385607,44.47600923,8670,389715,44.94982699,6550,239036,36.4940458
OK,74146,6020,195034,32.39767442,6020,196594,32.65681063,3830,90538,23.63916449
OK,74301,4270,176013,41.22084309,4270,178402,41.78032787,3040,103960,34.19736842
OK,74330,1140,58519,51.33245614,1140,59240,51.96491228,870,36505,41.95977011
OK,74331,2440,125581,51.46762295,2440,127363,52.19795082,1730,76786,44.3849711
OK,74332,690,30731,44.53768116,690,31083,45.04782609,500,18003,36.006
OK,74333,460,18300,39.7826087,460,18476,40.16521739,340,9921,29.17941176
OK,74337,1940,86916,44.80206186,1940,87852,45.28453608,1410,51690,36.65957447
OK,74338,1760,63996,36.36136364,1760,64646,36.73068182,1210,31035,25.64876033
OK,74339,990,26267,26.53232323,990,26435,26.7020202,590,11631,19.71355932
OK,74342,670,22616,33.75522388,670,22821,34.06119403,420,11457,27.27857143
OK,74343,1210,45409,37.52809917,1210,45945,37.97107438,850,24667,29.02
OK,74344,5210,260174,49.93742802,5210,264010,50.67370441,3650,162098,44.41041096
OK,74346,2870,104826,36.52473868,2870,105981,36.9271777,1870,55067,29.44759358
OK,74347,1180,43421,36.79745763,1180,43926,37.22542373,820,23025,28.07926829
OK,74352,2330,117433,50.40042918,2330,119000,51.07296137,1620,63046,38.91728395
OK,74354,6900,272028,39.42434783,6900,274907,39.8415942,4660,156238,33.52746781
OK,74359,170,5833,34.31176471,170,5889,34.64117647,120,2835,23.625
OK,74361,5820,279677,48.05446735,5820,283099,48.64243986,4270,173302,40.58594848
OK,74363,1110,40293,36.3,1110,40620,36.59459459,790,21440,27.13924051
OK,74364,570,22619,39.68245614,570,22998,40.34736842,420,12363,29.43571429
OK,74365,1670,67537,40.44131737,1670,67987,40.71077844,1180,37826,32.0559322
OK,74366,470,15242,32.42978723,470,15338,32.63404255,310,7586,24.47096774
OK,74367,160,7007,43.79375,160,7050,44.0625,120,3784,31.53333333
OK,74369,690,28580,41.42028986,690,28914,41.90434783,500,16342,32.684
OK,74370,1380,53476,38.75072464,1380,53969,39.10797101,940,29855,31.7606383
OK,74401,6150,255532,41.5499187,6150,258136,41.97333333,4020,155684,38.72736318
OK,74403,11750,558609,47.54119149,11750,564266,48.0226383,8700,341449,39.24701149
OK,74421,1820,89653,49.25989011,1820,90412,49.67692308,1400,55295,39.49642857
OK,74422,310,12508,40.3483871,310,12668,40.86451613,230,7065,30.7173913
OK,74423,400,16739,41.8475,400,16837,42.0925,280,9804,35.01428571
OK,74425,450,21156,47.01333333,450,21450,47.66666667,320,11887,37.146875
OK,74426,3550,147170,41.45633803,3550,148633,41.8684507,2410,82596,34.27219917
OK,74427,510,26481,51.92352941,510,26952,52.84705882,360,17428,48.41111111
OK,74428,360,16200,45,360,16463,45.73055556,270,8790,32.55555556
OK,74429,6090,331989,54.5137931,6090,335520,55.09359606,4770,207512,43.50356394
OK,74432,3770,158067,41.92758621,3770,159575,42.32758621,2530,87612,34.62924901
OK,74434,3670,201411,54.88038147,3670,203588,55.47356948,2760,128719,46.63731884
OK,74435,1230,52686,42.83414634,1230,53471,43.47235772,850,29461,34.66
OK,74436,1940,90734,46.77010309,1940,91701,47.2685567,1390,54010,38.85611511
OK,74437,3650,149479,40.95315068,3650,150894,41.34082192,2500,86574,34.6296
OK,74441,1900,76561,40.29526316,1900,77372,40.72210526,1310,43883,33.49847328
OK,74442,300,12447,41.49,300,12568,41.89333333,220,7133,32.42272727
OK,74445,1270,61098,48.10866142,1270,62017,48.83228346,960,36943,38.48229167
OK,74447,6110,238998,39.11587561,6110,241167,39.47086743,4230,137264,32.4501182
OK,74450,710,32476,45.74084507,710,32860,46.28169014,540,19042,35.26296296
OK,74451,1500,66437,44.29133333,1500,67216,44.81066667,1090,38904,35.69174312
OK,74452,260,9721,37.38846154,260,9803,37.70384615,170,5233,30.78235294
OK,74454,1190,56405,47.39915966,1190,57080,47.96638655,880,34487,39.18977273
OK,74455,1070,39118,36.5588785,1070,39547,36.95981308,690,20653,29.93188406
OK,74457,210,7064,33.63809524,210,7125,33.92857143,150,3639,24.26
OK,74462,2860,122329,42.77237762,2860,123680,43.24475524,1900,66323,34.90684211
OK,74464,10500,420019,40.00180952,10500,424408,40.41980952,7220,239062,33.11108033
OK,74467,5080,221364,43.57559055,5080,223514,43.9988189,3540,131206,37.06384181
OK,74469,950,45858,48.27157895,950,46218,48.65052632,720,27034,37.54722222
OK,74470,600,25679,42.79833333,600,25922,43.20333333,410,14561,35.51463415
OK,74471,530,18180,34.30188679,530,18324,34.57358491,360,9266,25.73888889
OK,74472,230,8541,37.13478261,230,8611,37.43913043,160,4487,28.04375
OK,74501,10500,508184,48.39847619,10500,513080,48.8647619,7630,314723,41.24809961
OK,74523,2280,88821,38.95657895,2280,90123,39.52763158,1500,48612,32.408
OK,74525,3420,143838,42.05789474,3420,146105,42.72076023,2310,82129,35.55367965
OK,74531,380,15432,40.61052632,380,15564,40.95789474,260,8785,33.78846154
OK,74533,370,14032,37.92432432,370,14815,40.04054054,240,6944,28.93333333
OK,74536,600,24479,40.79833333,600,24667,41.11166667,400,13541,33.8525
OK,74538,1540,71425,46.37987013,1540,72297,46.9461039,1140,42927,37.65526316
OK,74543,100,3516,35.16,100,3537,35.37,70,1811,25.87142857
OK,74547,1310,55502,42.36793893,1310,55846,42.63053435,940,32174,34.22765957
OK,74552,330,15145,45.89393939,330,15400,46.66666667,230,8430,36.65217391
OK,74553,530,23428,44.20377358,530,23607,44.54150943,380,13919,36.62894737
OK,74555,350,14350,41,350,14535,41.52857143,240,8307,34.6125
OK,74557,170,5770,33.94117647,170,5853,34.42941176,110,2939,26.71818182
OK,74558,120,3952,32.93333333,120,4005,33.375,70,1649,23.55714286
OK,74560,250,8596,34.384,250,8664,34.656,160,4520,28.25
OK,74561,810,35142,43.38518519,810,35518,43.84938272,560,20101,35.89464286
OK,74562,330,13596,41.2,330,13699,41.51212121,230,6955,30.23913043
OK,74563,730,32408,44.39452055,730,32654,44.73150685,520,18512,35.6
OK,74569,290,11599,39.99655172,290,11749,40.5137931,210,6603,31.44285714
OK,74570,470,23151,49.25744681,470,23371,49.72553191,340,14389,42.32058824
OK,74571,1390,60657,43.6381295,1390,61127,43.97625899,960,34056,35.475
OK,74572,280,11173,39.90357143,280,11292,40.32857143,190,6318,33.25263158
OK,74574,330,11913,36.1,330,12029,36.45151515,210,6490,30.9047619
OK,74578,2300,100204,43.56695652,2300,101528,44.1426087,1580,58466,37.00379747
OK,74601,7960,304019,38.19334171,7960,307314,38.60728643,5450,174144,31.95302752
OK,74604,5520,395946,71.72934783,5520,401649,72.7625,4420,278443,62.99615385
OK,74630,250,13467,53.868,250,13744,54.976,190,9310,49
OK,74631,2930,129981,44.36211604,2930,131757,44.96825939,2130,79029,37.1028169
OK,74632,220,13122,59.64545455,220,13420,61,180,9056,50.31111111
OK,74633,180,10657,59.20555556,180,10861,60.33888889,130,7268,55.90769231
OK,74637,590,25884,43.87118644,590,26190,44.38983051,420,15082,35.90952381
OK,74640,150,10911,72.74,150,11170,74.46666667,120,7949,66.24166667
OK,74641,310,14382,46.39354839,310,14538,46.89677419,220,8988,40.85454545
OK,74643,230,15303,66.53478261,230,15522,67.48695652,190,10767,56.66842105
OK,74644,190,9060,47.68421053,190,9194,48.38947368,130,4941,38.00769231
OK,74646,110,6446,58.6,110,6624,60.21818182,90,4336,48.17777778
OK,74647,1530,68533,44.79281046,1530,69591,45.48431373,1130,41627,36.8380531
OK,74650,220,9919,45.08636364,220,10027,45.57727273,160,5843,36.51875
OK,74651,290,14962,51.59310345,290,15247,52.57586207,210,9715,46.26190476
OK,74652,330,16452,49.85454545,330,16724,50.67878788,260,10606,40.79230769
OK,74653,1510,79197,52.44834437,1510,80635,53.40066225,1120,53228,47.525
OK,74701,8640,377174,43.65439815,8640,381483,44.153125,6160,224433,36.43392857
OK,74723,520,19278,37.07307692,520,19482,37.46538462,350,10370,29.62857143
OK,74724,100,3496,34.96,100,3552,35.52,60,1648,27.46666667
OK,74726,870,33618,38.64137931,870,34179,39.2862069,570,18084,31.72631579
OK,74727,760,29083,38.26710526,760,29682,39.05526316,480,15553,32.40208333
OK,74728,4410,162247,36.79070295,4410,164263,37.2478458,2860,86447,30.22622378
OK,74729,1070,49770,46.51401869,1070,50623,47.31121495,750,24856,33.14133333
OK,74730,1680,69711,41.49464286,1680,70279,41.8327381,1270,40563,31.93937008
OK,74731,500,16444,32.888,500,16692,33.384,310,8461,27.29354839
OK,74733,1080,39132,36.23333333,1080,39508,36.58148148,770,20622,26.78181818
OK,74734,350,10641,30.40285714,350,10760,30.74285714,210,4859,23.13809524
OK,74735,650,25873,39.80461538,650,26062,40.09538462,440,14188,32.24545455
OK,74736,400,15286,38.215,400,15413,38.5325,270,7991,29.5962963
OK,74738,220,6944,31.56363636,220,7051,32.05,140,3388,24.2
OK,74740,800,29660,37.075,800,29967,37.45875,540,15111,27.98333333
OK,74741,350,13168,37.62285714,350,13374,38.21142857,260,6827,26.25769231
OK,74743,3270,121908,37.28073394,3270,123640,37.81039755,2110,66093,31.32369668
OK,74745,3680,138027,37.50733696,3680,140071,38.06277174,2380,73031,30.68529412
OK,74748,240,8507,35.44583333,240,8717,36.32083333,160,4548,28.425
OK,74754,120,4265,35.54166667,120,4321,36.00833333,80,2077,25.9625
OK,74756,270,10991,40.70740741,270,11102,41.11851852,190,5984,31.49473684
OK,74759,460,16893,36.72391304,460,17144,37.26956522,310,8307,26.79677419
OK,74764,1300,55563,42.74076923,1300,56041,43.10846154,920,31432,34.16521739
OK,74766,550,18503,33.64181818,550,18628,33.86909091,370,9156,24.74594595
OK,74801,8390,353929,42.18462455,8390,357287,42.58486293,5860,213202,36.38259386
OK,74804,8330,465520,55.8847539,8330,471271,56.57515006,6490,312325,48.12403698
OK,74820,12300,569058,46.26487805,12300,576932,46.90504065,8940,357265,39.96252796
OK,74824,510,22612,44.3372549,510,22835,44.7745098,360,13150,36.52777778
OK,74825,830,38725,46.65662651,830,39145,47.1626506,600,23014,38.35666667
OK,74826,420,19304,45.96190476,420,19724,46.96190476,310,12022,38.78064516
OK,74827,180,6920,38.44444444,180,7324,40.68888889,140,3964,28.31428571
OK,74829,170,4692,27.6,170,4768,28.04705882,100,1901,19.01
OK,74831,330,12948,39.23636364,330,13171,39.91212121,230,7453,32.40434783
OK,74832,360,15698,43.60555556,360,15899,44.16388889,270,9036,33.46666667
OK,74833,270,10493,38.86296296,270,10572,39.15555556,210,5555,26.45238095
OK,74834,2950,147688,50.06372881,2950,149667,50.73457627,2190,92554,42.26210046
OK,74839,270,9313,34.49259259,270,9378,34.73333333,170,4548,26.75294118
OK,74840,820,35985,43.88414634,820,36292,44.25853659,600,21721,36.20166667
OK,74843,120,5640,47,120,5683,47.35833333,90,3400,37.77777778
OK,74845,180,6533,36.29444444,180,6561,36.45,120,3263,27.19166667
OK,74848,2530,108730,42.97628458,2530,110000,43.47826087,1760,64023,36.37670455
OK,74849,1210,51577,42.62561983,1210,52120,43.07438017,870,30843,35.45172414
OK,74851,3690,171020,46.34688347,3690,172512,46.75121951,2820,104381,37.01453901
OK,74852,600,23327,38.87833333,600,23938,39.89666667,440,13022,29.59545455
OK,74854,670,29925,44.6641791,670,30270,45.17910448,510,17899,35.09607843
OK,74855,1860,88336,47.49247312,1860,89213,47.96397849,1410,54279,38.49574468
OK,74856,320,14232,44.475,320,14316,44.7375,240,8550,35.625
OK,74857,3980,219140,55.06030151,3980,220744,55.46331658,3220,142978,44.40310559
OK,74859,2230,91618,41.08430493,2230,92565,41.50896861,1550,51581,33.27806452
OK,74860,620,25925,41.81451613,620,26310,42.43548387,470,14785,31.45744681
OK,74864,2070,100463,48.53285024,2070,101773,49.16570048,1570,62036,39.5133758
OK,74865,630,32538,51.64761905,630,32921,52.25555556,480,20361,42.41875
OK,74867,350,12735,36.38571429,350,12931,36.94571429,240,6898,28.74166667
OK,74868,4400,189931,43.16613636,4400,192504,43.75090909,3090,114062,36.91326861
OK,74869,310,13208,42.60645161,310,13262,42.78064516,240,7494,31.225
OK,74871,960,43531,45.34479167,960,44065,45.90104167,710,26162,36.84788732
OK,74872,1380,59423,43.06014493,1380,60223,43.63985507,970,34919,35.99896907
OK,74873,4740,198551,41.88839662,4740,200440,42.28691983,3460,115373,33.34479769
OK,74875,440,19350,43.97727273,440,19543,44.41590909,340,11278,33.17058824
OK,74878,580,24672,42.53793103,580,24920,42.96551724,420,14446,34.3952381
OK,74880,680,26391,38.81029412,680,26707,39.275,470,14521,30.89574468
OK,74881,1830,82127,44.87814208,1830,82984,45.34644809,1370,48511,35.40948905
OK,74883,890,32967,37.04157303,890,33383,37.50898876,580,17869,30.80862069
OK,74884,2090,87230,41.73684211,2090,88371,42.28277512,1370,52958,38.65547445
OK,74901,690,21041,30.4942029,690,21127,30.61884058,430,10423,24.23953488
OK,74902,1650,70524,42.74181818,1650,71094,43.08727273,1170,40398,34.52820513
OK,74930,650,25730,39.58461538,650,25950,39.92307692,440,13731,31.20681818
OK,74931,430,11536,26.82790698,430,11624,27.03255814,250,4834,19.336
OK,74932,790,32763,41.4721519,790,33127,41.93291139,540,19025,35.23148148
OK,74936,390,14379,36.86923077,390,14465,37.08974359,270,6975,25.83333333
OK,74937,1970,66896,33.95736041,1970,67436,34.23147208,1190,32483,27.29663866
OK,74939,220,7765,35.29545455,220,7824,35.56363636,150,4283,28.55333333
OK,74940,860,36694,42.66744186,860,37085,43.12209302,590,20151,34.15423729
OK,74941,860,31226,36.30930233,860,31620,36.76744186,560,15619,27.89107143
OK,74944,380,14680,38.63157895,380,14895,39.19736842,220,7845,35.65909091
OK,74948,4350,166360,38.24367816,4350,167717,38.55563218,2880,90430,31.39930556
OK,74949,100,4238,42.38,100,4255,42.55,80,2237,27.9625
OK,74953,4670,215263,46.09486081,4670,217787,46.63533191,3240,126616,39.07901235
OK,74954,1930,78710,40.78238342,1930,79267,41.07098446,1370,43756,31.93868613
OK,74955,5650,230607,40.81539823,5650,232653,41.17752212,3750,130835,34.88933333
OK,74956,700,27053,38.64714286,700,27247,38.92428571,490,14488,29.56734694
OK,74957,410,15298,37.31219512,410,15502,37.8097561,260,7657,29.45
OK,74959,2410,94495,39.20954357,2410,95535,39.64107884,1620,52023,32.11296296
OK,74960,4770,160422,33.63144654,4770,162073,33.97756813,2980,80418,26.98590604
OK,74962,1710,82102,48.0128655,1710,82758,48.39649123,1130,51533,45.60442478
OK,74963,190,6960,36.63157895,190,7087,37.3,130,3618,27.83076923
OK,74964,940,29259,31.12659574,940,29441,31.32021277,610,14600,23.93442623
OK,74965,1880,61502,32.71382979,1880,62302,33.1393617,1220,30054,24.63442623
OK,74966,1300,60597,46.61307692,1300,61356,47.19692308,890,34015,38.21910112
OR,97002,2700,181680,67.28888889,2700,184943,68.49740741,2110,121237,57.45829384
OR,97004,2150,144872,67.38232558,2150,147412,68.56372093,1760,96151,54.63125
OR,97005,11810,529858,44.86519898,11810,537617,45.52218459,8810,326590,37.07037457
OR,97006,30700,1820627,59.30381107,30700,1844464,60.08026059,25230,1209690,47.94649227
OR,97007,31520,2155777,68.39394036,31520,2190707,69.50212563,25920,1444135,55.71508488
OR,97008,14370,821490,57.16701461,14370,833712,58.01753653,11490,536732,46.7129678
OR,97009,4110,273628,66.57615572,4110,279812,68.08077859,3280,180265,54.95884146
OR,97011,420,22159,52.75952381,420,22367,53.2547619,320,14505,45.328125
OR,97013,10250,604799,59.00478049,10250,615759,60.07404878,7990,382380,47.85732165
OR,97014,550,27329,49.68909091,550,27731,50.42,420,16792,39.98095238
OR,97015,10640,600449,56.43317669,10640,609576,57.29097744,8610,386246,44.8601626
OR,97016,2480,129004,52.01774194,2480,130369,52.56814516,1910,80441,42.11570681
OR,97017,1290,66337,51.42403101,1290,67172,52.07131783,1000,40841,40.841
OR,97018,960,58886,61.33958333,960,59625,62.109375,810,38313,47.3
OR,97019,1520,97070,63.86184211,1520,99430,65.41447368,1220,63072,51.69836066
OR,97020,510,23527,46.13137255,510,23836,46.7372549,390,13812,35.41538462
OR,97021,460,24596,53.46956522,460,25268,54.93043478,360,15799,43.88611111
OR,97022,1570,81299,51.78280255,1570,82561,52.5866242,1220,48899,40.08114754
OR,97023,4490,240473,53.55746102,4490,243705,54.27728285,3530,150220,42.55524079
OR,97024,5530,272895,49.34810127,5530,278918,50.43725136,4300,170102,39.55860465
OR,97026,1590,61156,38.46289308,1590,62002,38.99496855,1110,31865,28.70720721
OR,97027,5740,291356,50.75888502,5740,295310,51.44773519,4610,181191,39.30390456
OR,97028,130,4581,35.23846154,130,4733,36.40769231,100,2694,26.94
OR,97029,170,8037,47.27647059,170,8422,49.54117647,130,5275,40.57692308
OR,97030,17220,728555,42.30865273,17220,737996,42.85691057,12960,426191,32.88510802
OR,97031,8700,505455,58.09827586,8700,519987,59.76862069,6760,328028,48.52485207
OR,97032,2180,104034,47.72201835,2180,105598,48.43944954,1650,61334,37.17212121
OR,97034,9720,1675198,172.3454733,9720,1711516,176.081893,8270,1292791,156.3229746
OR,97035,12700,1316878,103.6911811,12700,1345407,105.9375591,10770,973928,90.42971216
OR,97037,400,18036,45.09,400,18590,46.475,300,10899,36.33
OR,97038,6460,319767,49.4995356,6460,324000,50.15479876,5070,190916,37.65601578
OR,97039,210,13027,62.03333333,210,13723,65.34761905,160,8906,55.6625
OR,97040,600,33447,55.745,600,34287,57.145,460,21180,46.04347826
OR,97041,1480,69321,46.83851351,1480,71594,48.37432432,1090,40173,36.8559633
OR,97042,1320,84229,63.80984848,1320,85606,64.8530303,1060,53892,50.84150943
OR,97045,24820,1517063,61.12260274,24820,1540043,62.04846898,20270,977046,48.20157869
OR,97048,2650,136523,51.51811321,2660,141448,53.17593985,2030,84940,41.84236453
OR,97049,680,34531,50.78088235,680,34960,51.41176471,550,22043,40.07818182
OR,97051,6860,349375,50.92930029,6860,352984,51.45539359,5410,215611,39.85415896
OR,97053,1410,94184,66.79716312,1410,95765,67.91843972,1170,62621,53.52222222
OR,97054,570,30635,53.74561404,570,31113,54.58421053,460,19377,42.12391304
OR,97055,8040,444860,55.33084577,8040,451414,56.1460199,6490,276024,42.53066256
OR,97056,5490,327136,59.58761384,5490,331686,60.41639344,4500,212261,47.16911111
OR,97058,8750,400637,45.78708571,8750,409604,46.81188571,6450,239327,37.10496124
OR,97060,9380,473473,50.47686567,9380,479365,51.10501066,7340,289511,39.44291553
OR,97062,13730,1053948,76.76241806,13730,1074706,78.27428988,11200,724049,64.64723214
OR,97063,460,18343,39.87608696,460,18625,40.48913043,320,10174,31.79375
OR,97064,1390,72099,51.86978417,1390,73086,52.57985612,1070,44564,41.64859813
OR,97065,320,18008,56.275,320,19118,59.74375,250,12411,49.644
OR,97067,1130,63124,55.8619469,1130,64475,57.05752212,880,41976,47.7
OR,97068,13540,1485972,109.7468242,13540,1518847,112.1748154,11410,1079214,94.5849255
OR,97070,10980,839455,76.45309654,10980,856274,77.9848816,9100,579363,63.66626374
OR,97071,11670,444343,38.0756641,11670,449814,38.54447301,7760,224246,28.89768041
OR,97080,18460,1037956,56.22730228,18460,1051186,56.943987,14760,652930,44.23644986
OR,97086,12670,1005645,79.37213891,12670,1024422,80.85414365,10350,687355,66.41111111
OR,97089,5400,388474,71.93962963,5400,395619,73.26277778,4430,256339,57.86433409
OR,97101,1600,95538,59.71125,1600,97664,61.04,1250,61318,49.0544
OR,97103,7710,375234,48.66848249,7710,382818,49.65214008,5980,232926,38.95083612
OR,97106,2060,151572,73.57864078,2060,154711,75.10242718,1730,101991,58.95433526
OR,97107,690,30999,44.92608696,690,31931,46.27681159,500,18767,37.534
OR,97108,200,7680,38.4,200,8002,40.01,150,4198,27.98666667
OR,97109,210,11601,55.24285714,210,11702,55.72380952,180,7044,39.13333333
OR,97111,1560,87077,55.81858974,1560,88549,56.76217949,1220,55244,45.28196721
OR,97112,820,34265,41.78658537,820,35743,43.58902439,580,19659,33.89482759
OR,97113,6180,279924,45.29514563,6180,283498,45.87346278,4580,158488,34.60436681
OR,97114,2060,105410,51.16990291,2060,107387,52.12961165,1580,62395,39.49050633
OR,97115,1970,128262,65.10761421,1970,130575,66.28172589,1640,84193,51.33719512
OR,97116,10440,564201,54.04224138,10440,572862,54.87183908,8160,349921,42.88247549
OR,97117,280,16054,57.33571429,280,16291,58.18214286,240,10256,42.73333333
OR,97119,1980,121663,61.4459596,1980,123850,62.55050505,1600,78691,49.181875
OR,97121,560,24946,44.54642857,560,25316,45.20714286,420,14826,35.3
OR,97122,210,7501,35.71904762,210,7677,36.55714286,150,4020,26.8
OR,97123,20300,1187902,58.5173399,20300,1203225,59.27216749,15900,810803,50.99389937
OR,97124,22370,1549619,69.2721949,22370,1570335,70.19825659,18790,1078235,57.38344864
OR,97127,1560,72136,46.24102564,1560,72921,46.74423077,1210,41371,34.19090909
OR,97128,15350,766584,49.94032573,15350,778424,50.71166124,11380,460543,40.46950791
OR,97131,1000,44645,44.645,1000,45799,45.799,730,25054,34.32054795
OR,97132,12450,787756,63.2735743,12450,802387,64.44875502,9940,508189,51.12565392
OR,97133,2140,164129,76.69579439,2140,167280,78.1682243,1780,112901,63.42752809
OR,97136,730,31037,42.51643836,730,31487,43.13287671,530,18460,34.83018868
OR,97137,700,41975,59.96428571,700,43174,61.67714286,530,27387,51.67358491
OR,97138,4630,212961,45.99589633,4630,217158,46.90237581,3360,128862,38.35178571
OR,97140,10550,906340,85.90900474,10550,922240,87.41611374,8840,617947,69.90350679
OR,97141,5620,252140,44.86476868,5620,258486,45.99395018,4150,148922,35.88481928
OR,97146,2930,142111,48.50204778,2930,144940,49.46757679,2270,87353,38.4814978
OR,97148,1450,96260,66.3862069,1450,97780,67.43448276,1150,64234,55.85565217
OR,97149,230,15613,67.8826087,230,16019,69.64782609,190,9765,51.39473684
OR,97201,7710,970451,125.869131,7710,990049,128.4110246,6420,755090,117.6152648
OR,97202,20430,1343728,65.77229564,20430,1374718,67.28918257,17030,945837,55.53945978
OR,97203,13390,597855,44.6493652,13390,606528,45.29708738,10490,368719,35.14957102
OR,97204,560,109316,195.2071429,560,112091,200.1625,440,79973,181.7568182
OR,97205,3840,372565,97.02213542,3840,380819,99.17161458,3280,285582,87.06768293
OR,97206,23670,1071799,45.2809041,23670,1088698,45.9948458,18960,667477,35.20448312
OR,97209,8860,809911,91.41207675,8860,825953,93.22268623,7610,620464,81.53272011
OR,97210,6720,768604,114.3755952,6720,785589,116.903125,5910,590275,99.87732657
OR,97211,16880,929736,55.07914692,16880,947521,56.13276066,13820,627240,45.38639653
OR,97212,13110,1268700,96.77345538,13110,1303311,99.41350114,11150,937812,84.10869955
OR,97213,15910,972044,61.09641735,15910,991183,62.29937146,13340,663227,49.71716642
OR,97214,14800,843456,56.99027027,14800,864103,58.38533784,12570,596192,47.42975338
OR,97215,9100,621109,68.25373626,9100,634844,69.76307692,7690,436959,56.82171651
OR,97216,7520,303255,40.32646277,7520,307198,40.85079787,5670,178699,31.51657848
OR,97217,17960,912643,50.8153118,17960,929323,51.74404232,14850,605930,40.803367
OR,97218,6830,288262,42.20527086,6830,293332,42.94758419,5160,172415,33.41375969
OR,97219,19520,1771677,90.76214139,19520,1812380,92.84733607,16370,1292001,78.92492364
OR,97220,13470,541308,40.18619154,13470,548784,40.74120267,10210,317170,31.06464251
OR,97221,5900,831467,140.9266102,5900,850195,144.1008475,5010,633542,126.455489
OR,97222,17050,838647,49.18750733,17050,848988,49.7940176,13760,530961,38.58728198
OR,97223,22870,1495141,65.37564495,22870,1521088,66.51018802,18730,1006289,53.72605446
OR,97224,16480,1188856,72.13932039,16480,1208716,73.34441748,13420,809722,60.33695976
OR,97225,12930,1230019,95.12907966,12930,1255681,97.11376643,11030,910600,82.55666364
OR,97227,2350,122333,52.05659574,2350,125042,53.2093617,1950,86351,44.2825641
OR,97229,27430,3246847,118.3684652,27430,3297329,120.2088589,23700,2429523,102.511519
OR,97230,17580,776850,44.1894198,17580,787212,44.77883959,13040,458762,35.18113497
OR,97231,2100,242265,115.3642857,2100,247966,118.0790476,1740,181719,104.4362069
OR,97232,7280,468471,64.35041209,7280,478881,65.78035714,6300,336019,53.33634921
OR,97233,15340,503950,32.85202086,15340,509180,33.19295958,10220,249750,24.43737769
OR,97236,15330,605242,39.48088715,15330,612689,39.96666667,10740,333538,31.0556797
OR,97239,8590,955363,111.2180442,8590,976782,113.711525,7460,716376,96.02895442
OR,97266,14390,516636,35.90243224,14390,522985,36.34364142,10190,279718,27.45024534
OR,97267,14560,820967,56.38509615,14560,831788,57.1282967,11720,528716,45.11228669
OR,97301,19520,667020,34.17110656,19520,673923,34.52474385,13100,347268,26.50900763
OR,97302,17670,1147552,64.94352009,17670,1169241,66.17096774,14150,773008,54.62954064
OR,97303,16960,860658,50.74634434,16960,871459,51.38319575,13130,526062,40.06565118
OR,97304,13510,865592,64.07046632,13510,881421,65.24211695,10850,562435,51.83732719
OR,97305,16560,642528,38.8,16560,649691,39.23254831,11470,340947,29.72510898
OR,97306,13020,824504,63.32596006,13020,837450,64.3202765,10670,542239,50.8190253
OR,97317,9180,465163,50.67135076,9180,471980,51.41394336,6850,281818,41.14131387
OR,97321,12490,750398,60.07990392,12490,761823,60.99463571,9950,487988,49.0440201
OR,97322,14340,609816,42.52552301,14340,616912,43.02036262,10770,353869,32.85691736
OR,97324,450,19670,43.71111111,450,19938,44.30666667,340,11995,35.27941176
OR,97325,2910,143089,49.17147766,2910,144914,49.79862543,2210,85967,38.89909502
OR,97326,320,17135,53.546875,320,17560,54.875,260,10749,41.34230769
OR,97327,1260,69046,54.7984127,1260,70109,55.64206349,990,43420,43.85858586
OR,97330,17430,1128460,64.74239816,17430,1147403,65.82920252,13570,775941,57.18061901
OR,97333,8420,487979,57.95475059,8420,496448,58.96057007,6600,328090,49.71060606
OR,97338,8530,438310,51.38452521,8530,443932,52.04361079,6520,267144,40.97300613
OR,97341,1130,56945,50.39380531,1130,57819,51.16725664,840,34779,41.40357143
OR,97343,160,7672,47.95,160,7932,49.575,110,4598,41.8
OR,97344,410,17057,41.60243902,410,17196,41.94146341,280,9966,35.59285714
OR,97345,290,11561,39.86551724,290,11807,40.7137931,200,6655,33.275
OR,97346,290,12090,41.68965517,290,12287,42.36896552,210,6906,32.88571429
OR,97347,750,27192,36.256,750,27256,36.34133333,550,15215,27.66363636
