Brewery,Borough,Neighborhood,Name,Style,Alcohol by Volume,RatingsCount,Rating
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat! Fluid - Double Dry-Hopped,New England IPA,7,27,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Barrier - Mad Fat! Money,American IPA,7,29,4.04
Interboro Spirits & Ales,Brooklyn,East Williamsburg,The Next Episode,American Imperial IPA,8,29,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Fresh To Def,American Wild Ale,5.2,3,3.66
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Greenport Harbor - Mixin It Up,Leipzig Gose,5,3,3.89
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro/ Brew by Numbers- RULE No. 4080,American IPA,8,3,3.95
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Vic Secret x Nelson,American Imperial IPA,8,3,3.92
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Live At The BBQ,American IPA,6,3,3.89
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Mad Mad Fat Fat Fat! Third Anniversary,American Imperial IPA,10,3,3.51
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Stay Low Keep Firing,American Imperial IPA,8.2,3,4.06
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Made You Look,American IPA,6,31,4.05
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Halftime Session IPA,American IPA,4,33,3.94
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Pipeworks - Mad Fat! Unicorn,American IPA,8,36,4.22
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Louder Than A Bomb - Double Dry-Hopped,American Imperial IPA,8,38,4.23
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Bier De Garde,French Bière de Garde,5.5,4,3.8
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Brett Saison,Belgian Saison,5.4,4,3.87
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Flavor For The Fever,American IPA,6,4,4.13
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Finback - Fat Like That,American Imperial IPA,10,4,4.02
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Indian Ladder Farms - Tastes Like Farmhouse,Belgian Saison,6,4,3.84
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / KCBC - Mad Fat Zombie,New England IPA,7,4,3.79
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Root + Branch - Double Fluffed,American Imperial Stout,11.5,4,4.44
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Root + Branch - Fluff N’ Stuff,Berliner Weisse,5.5,4,4.02
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Sand City - This Is How We Ill,American Imperial IPA,8,4,4.05
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Azacca x El Dorado,American IPA,8,4,4.06
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Max & Relax,American Wild Ale,5.5,4,3.89
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Phar Out Phluid,American IPA,7,4,3.89
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Tastes Like Upstate,American Pale Ale (APA),5.9,4,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,The Next Episode - Double Dry-Hopped,American Imperial IPA,8,4,4.49
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You’re All I Need - El Dorado,American IPA,8,4,3.84
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Fulltime,American IPA,6,42,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Bushburg,German Pilsner,5.5,43,3.83
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Overtime,American Imperial IPA,10,43,4.07
Interboro Spirits & Ales,Brooklyn,East Williamsburg,All In Together Now,Fruit and Field Beer,5.5,5,3.65
Interboro Spirits & Ales,Brooklyn,East Williamsburg,East Coast Overdose R-M-X,New England IPA,7,5,4.01
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Flavor For The Forever,American IPA,6,5,4.03
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Industrial Sabotage,American Imperial IPA,8,5,3.93
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Finback - Gets No Fatter,American Imperial IPA,8,5,4.05
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Grimm - Mad Fat Tesseract,American Imperial IPA,8,5,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Vic Secret x Motueka,American Imperial IPA,8,5,4.04
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Lifted In Staircases,New England IPA,6.5,5,3.81
Interboro Spirits & Ales,Brooklyn,East Williamsburg,The Vapors,American Imperial IPA,8.3,5,3.78
Interboro Spirits & Ales,Brooklyn,East Williamsburg,We Can Get Down - DeCicco's Collab.,American Imperial IPA,8.5,5,4.26
Interboro Spirits & Ales,Brooklyn,East Williamsburg,When the East is in the House,American Imperial IPA,8,5,3.83
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Galaxy,American Imperial IPA,8,5,4.06
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Moteuka,American Imperial IPA,8,5,4.03
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Primo Remix,American Imperial IPA,8.5,57,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,2 Kilos is 2000g,American Imperial IPA,8,6,4.08
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Brewserker / Yeastie Boys - Freaky Hijiki,Berliner Weisse,4.5,6,3.81
Interboro Spirits & Ales,Brooklyn,East Williamsburg,It Takes Two - Galaxy x Vic Secret,American Imperial IPA,8,6,4.14
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Louder Than A Bomb,American Imperial IPA,8,6,4.29
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Louder Than A Fruit Bomb,American Imperial IPA,7.7,6,3.81
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Off the Books,American IPA,6,6,3.8
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Summertime Rolls,American Lager,5.5,6,3.89
Interboro Spirits & Ales,Brooklyn,East Williamsburg,That Thing,American IPA,6.8,6,3.84
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Vic Secret,American Imperial IPA,8.5,6,4.34
Interboro Spirits & Ales,Brooklyn,East Williamsburg,"Born To Lions, Raised By Gorillas",American Imperial Stout,11,7,4
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Dead Bent,American Pale Ale (APA),5.4,7,3.79
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Pipeworks - Tonight at Noon Cocoa Blend,Russian Imperial Stout,12,7,4.17
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Pipeworks - Tonight At Noon Coffee Blend,American Imperial Stout,10,7,3.88
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Izm,American Imperial IPA,9.5,7,4.12
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Tastes Like Celebration,American Imperial IPA,7.9,7,3.84
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Simcoe,American Imperial IPA,8,7,4.09
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Dos Ojos,Vienna Lager,6.2,8,3.52
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Inerboro / Creature Comforts - Cellarman’s Spirit,American IPA,7,8,4.11
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Captain Lawrence - From NY With Love,American Imperial IPA,8.5,8,4.24
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Carton - We Bring the Monkey With Us,American Imperial IPA,8,8,4.05
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Civil Society - Madder Fatter Fresher,American Imperial IPA,10,8,4.17
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Root + Branch - Mad Fat! Fluff,American Pale Ale (APA),5.5,8,4.16
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Weldwerks - Madder Fatter Juicier,American Imperial IPA,8.4,8,3.96
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Mad Fat Kilos,American Imperial IPA,8,8,3.9
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Premiere IPA - Double Dry-Hopped,New England IPA,6,83,4.06
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Interboro / Outer Range - Madder Fatter & Steeper,American Imperial IPA,9,9,4.08
Interboro Spirits & Ales,Brooklyn,East Williamsburg,You're All I Need: Citra,American Imperial IPA,8,9,4.19
Interboro Spirits & Ales,Brooklyn,East Williamsburg,Premiere IPA,New England IPA,6,93,4.26
Kings County Brewers Collective,Brooklyn,Bushwick,Apple Raisin Rye,Russian Kvass,5.1,1,3.62
Kings County Brewers Collective,Brooklyn,Bushwick,Flying Canoe,American Brown Ale,6.2,1,3.75
Kings County Brewers Collective,Brooklyn,Bushwick,G to the L,American IPA,4.9,1,4.05
Kings County Brewers Collective,Brooklyn,Bushwick,Gatecreeper,German Helles,4.8,1,5
Kings County Brewers Collective,Brooklyn,Bushwick,Invasion of the Berry Snatchers,American Wild Ale,5.1,1,4
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Transmitter - LadyBugMan,American Wild Ale,5.1,1,3.49
Kings County Brewers Collective,Brooklyn,Bushwick,La Puerta De La Bodega,Leipzig Gose,4.5,1,4.33
Kings County Brewers Collective,Brooklyn,Bushwick,Queen of Shadows,American Imperial Stout,9.7,1,4.25
Kings County Brewers Collective,Brooklyn,Bushwick,Strap Lite,American Light Lager,4,1,3.48
Kings County Brewers Collective,Brooklyn,Bushwick,Tech Noir,American Imperial Stout,12,1,4.74
Kings County Brewers Collective,Brooklyn,Bushwick,Temo’s Dream,Russian Kvass,4.5,1,3.84
Kings County Brewers Collective,Brooklyn,Bushwick,Thieves & Liars,American Imperial IPA,7.2,1,4.25
Kings County Brewers Collective,Brooklyn,Bushwick,Yoga Pants,Belgian Saison,5.4,1,3.6
Kings County Brewers Collective,Brooklyn,Bushwick,Zombieland Double Tap,American Wild Ale,5.5,1,4.16
Kings County Brewers Collective,Brooklyn,Bushwick,Helles Kitchen,Smoke Beer,4.7,10,3.8
Kings County Brewers Collective,Brooklyn,Bushwick,Hipster Highway,American Pale Ale (APA),4.9,10,3.93
Kings County Brewers Collective,Brooklyn,Bushwick,Intruder Annihilation,American Imperial IPA,9,11,4.18
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Randolph / Cape House - Death From Below,American Stout,4.2,11,4.03
Kings County Brewers Collective,Brooklyn,Bushwick,Stoop Sale,German Kölsch,4.4,11,3.84
Kings County Brewers Collective,Brooklyn,Bushwick,Bride Of Beach Zombie,Berliner Weisse,4,12,4.16
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Barrier - Crypto Currency,American IPA,7,12,4.1
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Sand City - Infinite Brains,American Imperial IPA,8.5,12,4.09
Kings County Brewers Collective,Brooklyn,Bushwick,Once Around The Sun,American Imperial IPA,8,12,4.08
Kings County Brewers Collective,Brooklyn,Bushwick,Viking Hula,American IPA,7.3,12,4.05
Kings County Brewers Collective,Brooklyn,Bushwick,What We Don't See,American Imperial Stout,8.5,12,4.17
Kings County Brewers Collective,Brooklyn,Bushwick,Extremely Dangerous Precedent,American Imperial IPA,7.7,13,3.9
Kings County Brewers Collective,Brooklyn,Bushwick,Hybrid Vigor,American Imperial IPA,8.5,13,3.91
Kings County Brewers Collective,Brooklyn,Bushwick,Intruder Alert,American Imperial IPA,8.3,14,4.16
Kings County Brewers Collective,Brooklyn,Bushwick,IPA,American IPA,6.9,14,3.97
Kings County Brewers Collective,Brooklyn,Bushwick,This Is Your Brain On Hops : Citra & Waimea,American Imperial IPA,8.2,14,4.31
Kings County Brewers Collective,Brooklyn,Bushwick,Robot Fish #5 Mosaic/Pearl,American IPA,6.6,15,3.96
Kings County Brewers Collective,Brooklyn,Bushwick,Robot Fish #6 Optic/Simcoe,American IPA,6.6,16,3.79
Kings County Brewers Collective,Brooklyn,Bushwick,Safe Flight,New England IPA,6.2,16,4.03
Kings County Brewers Collective,Brooklyn,Bushwick,Hatchet Job,American Imperial IPA,8,17,4.34
Kings County Brewers Collective,Brooklyn,Bushwick,Janiak Maniac,Bohemian Pilsener,5.5,19,3.77
Kings County Brewers Collective,Brooklyn,Bushwick,Basquet of Beasts,American Imperial IPA,6.9,2,4.6
Kings County Brewers Collective,Brooklyn,Bushwick,Beggar's Gold,American Amber / Red Ale,5.5,2,3.64
Kings County Brewers Collective,Brooklyn,Bushwick,Blizzard Wizardz,American IPA,6.9,2,4.28
Kings County Brewers Collective,Brooklyn,Bushwick,Chaos & Convenience,American Lager,5.3,2,4.02
Kings County Brewers Collective,Brooklyn,Bushwick,Interstellar Jetsetter,American Imperial IPA,8,2,4.01
Kings County Brewers Collective,Brooklyn,Bushwick,Interstellar Stallion,American IPA,6.8,2,3.58
Kings County Brewers Collective,Brooklyn,Bushwick,Jingle Zombie Apocalypse,American Wild Ale,6,2,4.11
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Amundsen - Blizzard Wizardz,American IPA,7.2,2,4.15
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Dancing Gnome - Noodle Ninjas,American Imperial IPA,8,2,4.14
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Threes - Il Purgatorio,European Pale Lager,5.4,2,3.73
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Tribus - Captain Bubbles,American IPA,5.9,2,4.18
Kings County Brewers Collective,Brooklyn,Bushwick,Marble of Doom IV,American Wild Ale,5.5,2,4.28
Kings County Brewers Collective,Brooklyn,Bushwick,Rainmaker,American Stout,5.8,2,4.02
Kings County Brewers Collective,Brooklyn,Bushwick,Robot Fish #14 Weyermann Pale/Ella,American IPA,6.6,2,4.55
Kings County Brewers Collective,Brooklyn,Bushwick,Science Fair Project,Leipzig Gose,4.5,2,3.8
Kings County Brewers Collective,Brooklyn,Bushwick,Scissor Kick,American IPA,7,2,4.42
Kings County Brewers Collective,Brooklyn,Bushwick,Sonic Rocket,American IPA,7,2,4.11
Kings County Brewers Collective,Brooklyn,Bushwick,Short Term Goals,American Imperial IPA,9.3,21,4.09
Kings County Brewers Collective,Brooklyn,Bushwick,Tiger Thunder,American Imperial IPA,8,21,3.82
Kings County Brewers Collective,Brooklyn,Bushwick,Yeah Buddy,American Imperial IPA,8.6,23,4.2
Kings County Brewers Collective,Brooklyn,Bushwick,Marble Of Doom,American Wild Ale,5,27,4
Kings County Brewers Collective,Brooklyn,Bushwick,Beach Zombie,Berliner Weisse,3.7,28,4.16
Kings County Brewers Collective,Brooklyn,Bushwick,Birthday Zombie Apocalypse,American Wild Ale,6,3,4.29
Kings County Brewers Collective,Brooklyn,Bushwick,Dynamite Daredevils,American IPA,6.9,3,4.06
Kings County Brewers Collective,Brooklyn,Bushwick,Formula Check,American Pale Ale (APA),5.8,3,3.39
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Strong Rope - Strictly Bionic,American IPA,6.8,3,3.66
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Thin Man - Karaoke King,American IPA,6.9,3,4.21
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Verdant - Burritonado,American IPA,6.9,3,3.83
Kings County Brewers Collective,Brooklyn,Bushwick,Penguin vs Cactus,American IPA,4.9,3,3.96
Kings County Brewers Collective,Brooklyn,Bushwick,Penguins in paradise,American IPA,4.9,3,4.22
Kings County Brewers Collective,Brooklyn,Bushwick,Polygon,American Porter,5.4,3,4.13
Kings County Brewers Collective,Brooklyn,Bushwick,Savage Crush,Leipzig Gose,4.5,3,4.24
Kings County Brewers Collective,Brooklyn,Bushwick,Secret Weapon,English Dark Mild Ale,4.7,3,3.65
Kings County Brewers Collective,Brooklyn,Bushwick,Summer is Coming,Leipzig Gose,4.3,3,3.95
Kings County Brewers Collective,Brooklyn,Bushwick,Thunder Cage,American IPA,7,3,4.12
Kings County Brewers Collective,Brooklyn,Bushwick,Walkie Talkies,American Imperial IPA,9,3,3.69
Kings County Brewers Collective,Brooklyn,Bushwick,Bodega Cat,American Stout,5.8,4,4.18
Kings County Brewers Collective,Brooklyn,Bushwick,Bug Bite,Belgian Saison,4.5,4,3.84
Kings County Brewers Collective,Brooklyn,Bushwick,Fruitbot 3000,Leipzig Gose,4.5,4,4.32
Kings County Brewers Collective,Brooklyn,Bushwick,Jetsetter,American IPA,5.6,4,3.83
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Big aLICe - Sun Wizard,Belgian Saison,7.2,4,4.11
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Grimm - Pirate Pool Party,American IPA,7.2,4,4.23
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Marz - Kung Fu Karaoke,American IPA,5.5,4,4.04
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Tripping Animals - Viking Roller Boogie,American IPA,7.2,4,4.31
Kings County Brewers Collective,Brooklyn,Bushwick,Marble of Doom III,American Wild Ale,5,4,3.9
Kings County Brewers Collective,Brooklyn,Bushwick,This Is Your Brain On Hops: Citra & Ekuanot,American Imperial IPA,8.5,4,4.08
Kings County Brewers Collective,Brooklyn,Bushwick,Viking Tango,American IPA,7,4,4.41
Kings County Brewers Collective,Brooklyn,Bushwick,Dangerous Precedent,American IPA,6.6,43,4.18
Kings County Brewers Collective,Brooklyn,Bushwick,Intruders Attack!,American Imperial IPA,8.6,5,3.79
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Adroit Theory - Thought Parasite,American IPA,7.2,5,3.92
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Anarchy / Hackney - Pink Panthalope,Belgian Saison,5.8,5,3.87
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Fair State - Doughball Destroyer,American Imperial Stout,10,5,4
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Range - Viking Can-Can,American IPA,7.2,5,4.32
Kings County Brewers Collective,Brooklyn,Bushwick,Penguins on Planet X,American IPA,4.9,5,3.93
Kings County Brewers Collective,Brooklyn,Bushwick,Polkageist,German Helles,4.8,5,3.82
Kings County Brewers Collective,Brooklyn,Bushwick,Ride The Liger,German Kölsch,5.2,5,4.04
Kings County Brewers Collective,Brooklyn,Bushwick,Robot Fish #2 Vienna/Amarillo,American IPA,6.1,5,3.66
Kings County Brewers Collective,Brooklyn,Bushwick,Zed Lupulin,American Imperial IPA,8.5,5,4.24
Kings County Brewers Collective,Brooklyn,Bushwick,Zoktoberfest,German Märzen / Oktoberfest,5.4,5,3.79
Kings County Brewers Collective,Brooklyn,Bushwick,Superhero Sidekicks,American IPA,6.9,54,4.17
Kings County Brewers Collective,Brooklyn,Bushwick,Demons on the Dance Floor,American Imperial Stout,11,6,4.31
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Gross - Viking Fandango,American IPA,7.2,6,4.06
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Jack's Abby - Luna Lupulus,German Helles,4.8,6,4.04
Kings County Brewers Collective,Brooklyn,Bushwick,More Trombone!,American IPA,7,6,4.16
Kings County Brewers Collective,Brooklyn,Bushwick,Nectar Collector,American Imperial IPA,8.3,6,3.42
Kings County Brewers Collective,Brooklyn,Bushwick,Steampunk Puppy Pirates In The Sky,American IPA,6.5,6,4.07
Kings County Brewers Collective,Brooklyn,Bushwick,Strictly Plutonic,American Stout,6,6,3.87
Kings County Brewers Collective,Brooklyn,Bushwick,Taco Bat,American Imperial IPA,7.7,6,3.91
Kings County Brewers Collective,Brooklyn,Bushwick,Thrice Around the Sun,American Imperial IPA,8,6,3.89
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / LIC Beer Project - Pile of Brains,American Imperial IPA,8.8,7,4.28
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Perennial - Vital Juices,American Wild Ale,5.9,7,4.25
Kings County Brewers Collective,Brooklyn,Bushwick,Robot Fish #15 Lotus/Halcyon,American IPA,6.6,7,4.01
Kings County Brewers Collective,Brooklyn,Bushwick,Sandcastles,Belgian Saison,5,7,3.93
Kings County Brewers Collective,Brooklyn,Bushwick,This Is Your Brain On Hops: Mosaic & Cashmere,American Imperial IPA,8.5,7,4.05
Kings County Brewers Collective,Brooklyn,Bushwick,This Is Your Brain On Hops: Simcoe & Denali,American Imperial IPA,8.2,7,4.01
Kings County Brewers Collective,Brooklyn,Bushwick,Blocktopus,American IPA,6.2,8,4.01
Kings County Brewers Collective,Brooklyn,Bushwick,Jingle Zombie,Leipzig Gose,4,8,3.96
Kings County Brewers Collective,Brooklyn,Bushwick,"KCBC / Other Half - Different, But Same",American Imperial IPA,8,8,4.39
Kings County Brewers Collective,Brooklyn,Bushwick,Misfit Millionaires,American Blonde Ale,6.8,8,3.95
Kings County Brewers Collective,Brooklyn,Bushwick,Strictly Taconic,German Pilsner,5.2,8,3.92
Kings County Brewers Collective,Brooklyn,Bushwick,KCBC / Interboro - Kung Fu Kittens,American Imperial IPA,8.5,9,4.29
Kings County Brewers Collective,Brooklyn,Bushwick,Necro Alchemy,German Kellerbier / Zwickelbier,5.9,9,3.6
Mikkeller Brewing NYC,Queens,Flushing,A Winner Is You!,American Lager,4.5,1,3.52
Mikkeller Brewing NYC,Queens,Flushing,Belma & Jarrylouise,New England IPA,6.5,1,4.88
Mikkeller Brewing NYC,Queens,Flushing,Brewer’s Lifeline,Bohemian Pilsener,4.1,1,2.75
Mikkeller Brewing NYC,Queens,Flushing,Don't Drop the DDH,American Imperial IPA,9.5,1,4
Mikkeller Brewing NYC,Queens,Flushing,Down With Upstate New York,American IPA,7.2,1,1.99
Mikkeller Brewing NYC,Queens,Flushing,"Gold Grillz, All Frillz",Belgian Strong Pale Ale,8,1,3.63
Mikkeller Brewing NYC,Queens,Flushing,Heady Western,American IPA,5.5,1,3.75
Mikkeller Brewing NYC,Queens,Flushing,"Hey, Ho Simcoe",New England IPA,6,1,3.91
Mikkeller Brewing NYC,Queens,Flushing,I Do Alot of Things,American Imperial IPA,8,1,4
Mikkeller Brewing NYC,Queens,Flushing,It Was Professor Plum,American IPA,4,1,3.74
Mikkeller Brewing NYC,Queens,Flushing,It's My Vacation Too,Leipzig Gose,4.8,1,3.75
Mikkeller Brewing NYC,Queens,Flushing,Keytar Reprise,American IPA,7,1,3.83
Mikkeller Brewing NYC,Queens,Flushing,Korean Common,California Common / Steam Beer,5,1,3.5
Mikkeller Brewing NYC,Queens,Flushing,Ladder Company,German Pilsner,4.3,1,3.79
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC / Huckleberry - Schussboom,American IPA,6,1,3.76
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC / Mikkeller SD - Gold Grillz All Frillz,Belgian Strong Pale Ale,8,1,3.9
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC/Thin Man Filthy Flow,New England IPA,6.5,1,4
Mikkeller Brewing NYC,Queens,Flushing,Mukkeliner,German Kellerbier / Zwickelbier,4.8,1,3.86
Mikkeller Brewing NYC,Queens,Flushing,One Rad Apple,Berliner Weisse,4.4,1,4.19
Mikkeller Brewing NYC,Queens,Flushing,Oops... I DDH'D It (Again),American Imperial IPA,9.5,1,4.09
Mikkeller Brewing NYC,Queens,Flushing,Pocket Beer,German Pilsner,4.7,1,3.62
Mikkeller Brewing NYC,Queens,Flushing,Queensfisher,Bohemian Pilsener,4.4,1,3.91
Mikkeller Brewing NYC,Queens,Flushing,Red Room Ale,Berliner Weisse,4,1,3.73
Mikkeller Brewing NYC,Queens,Flushing,Strawberry Mikkellerita,American Imperial IPA,8,1,3.52
Mikkeller Brewing NYC,Queens,Flushing,Sudz Budz,American Cream Ale,4.3,1,3.69
Mikkeller Brewing NYC,Queens,Flushing,Walkman Waltz,German Märzen / Oktoberfest,4.7,1,3.32
Mikkeller Brewing NYC,Queens,Flushing,Western Double Feature,American Imperial IPA,8,1,4.25
Mikkeller Brewing NYC,Queens,Flushing,Bumpin' This Thread,American Imperial IPA,8,10,4.27
Mikkeller Brewing NYC,Queens,Flushing,Henry Hustle,American Pale Ale (APA),5,10,3.91
Mikkeller Brewing NYC,Queens,Flushing,Hallertau Galaxica,American IPA,6,15,3.99
Mikkeller Brewing NYC,Queens,Flushing,₡hop Shop #4,American Imperial IPA,9,2,4.12
Mikkeller Brewing NYC,Queens,Flushing,Can I Get a Wit Wit,Belgian Witbier,4.8,2,3.43
Mikkeller Brewing NYC,Queens,Flushing,Gooey Centers,American Stout,7.5,2,3.61
Mikkeller Brewing NYC,Queens,Flushing,Guava Mikkellerita,American Imperial IPA,8,2,3.34
Mikkeller Brewing NYC,Queens,Flushing,I’ve Only Got Pies For You,Robust Porter,6.8,2,3.57
Mikkeller Brewing NYC,Queens,Flushing,Is This Thing On?,American IPA,6,2,3.82
Mikkeller Brewing NYC,Queens,Flushing,Lead a Horse to Beer,American Imperial IPA,8.6,2,4.17
Mikkeller Brewing NYC,Queens,Flushing,Lemongrass Is Always Greener,Belgian Saison,6.9,2,3.29
Mikkeller Brewing NYC,Queens,Flushing,Log Lady Lager,German Pilsner,4.5,2,3.85
Mikkeller Brewing NYC,Queens,Flushing,Luau Daydream,Berliner Weisse,4,2,3.7
Mikkeller Brewing NYC,Queens,Flushing,Marietta Red,American Pale Ale (APA),5,2,3.6
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller / Bronx Brewery - Lawn Daze,Fruit and Field Beer,3.8,2,3.89
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC / Schaller & Weber - Butcher Beer,German Helles,5.6,2,3.74
Mikkeller Brewing NYC,Queens,Flushing,Oceans of Patience,German Kölsch,5,2,3.47
Mikkeller Brewing NYC,Queens,Flushing,Shotgun Sally,American Lager,4.5,2,3.36
Mikkeller Brewing NYC,Queens,Flushing,Social Climber,American Imperial IPA,8,2,4.13
Mikkeller Brewing NYC,Queens,Flushing,Wishful Drinking,New England IPA,6,2,3.66
Mikkeller Brewing NYC,Queens,Flushing,Henry Hops,American IPA,6.5,28,3.95
Mikkeller Brewing NYC,Queens,Flushing,Henry Heater,American Imperial IPA,8,29,4.11
Mikkeller Brewing NYC,Queens,Flushing,#Bro!MoreMango,American Imperial IPA,8,3,4.3
Mikkeller Brewing NYC,Queens,Flushing,Berry Maniflow,Berliner Weisse,4,3,3.7
Mikkeller Brewing NYC,Queens,Flushing,Lemoweizen,German Hefeweizen,5.1,3,3.61
Mikkeller Brewing NYC,Queens,Flushing,Mikkeller NYC / LIC Beer Project - The Truth Is Oat There,English Oatmeal Stout,6,3,4.03
Mikkeller Brewing NYC,Queens,Flushing,Oaxaca Libre,American Adjunct Lager,4.3,3,3.99
Mikkeller Brewing NYC,Queens,Flushing,Oil Barron,American IPA,6,3,3.73
Mikkeller Brewing NYC,Queens,Flushing,Orange Mango Jam,Berliner Weisse,4,3,3.89
Mikkeller Brewing NYC,Queens,Flushing,Pom Pom Pash,Berliner Weisse,4.9,3,3.85
Mikkeller Brewing NYC,Queens,Flushing,Post No Pils,German Pilsner,4.1,3,3.75
Mikkeller Brewing NYC,Queens,Flushing,Proper Pint,Irish Dry Stout,4.5,3,3.9
Mikkeller Brewing NYC,Queens,Flushing,Sally Silk,Irish Dry Stout,4.5,3,3.67
Mikkeller Brewing NYC,Queens,Flushing,Whirlpool Wizard,New England IPA,8.5,3,4.02
Mikkeller Brewing NYC,Queens,Flushing,Subway Mosaic,American IPA,6,30,4.08
